MazeID,StepSize,SideLength,Coordinates
Maze_27,0.75,9.75,0 4.875*0.75 4.875*0.75 5.625*0.75 6.375*1.5 6.375*1.5 5.625*1.5 4.875*2.25 4.875*2.25 4.125*2.25 3.375*3 3.375*3 4.125*3.75 4.125*4.5 4.125*5.25 4.125*6 4.125*6 3.375*6.75 3.375*6.75 2.625*6 2.625*5.25 2.625*5.25 1.875*5.25 1.125*4.5 1.125*3.75 1.125*3.75 1.875*4.5 1.875*4.5 2.625*4.5 3.375*3.75 3.375*3.75 2.625*3 2.625*2.25 2.625*1.5 2.625*1.5 1.875*0.75 1.875*0.75 1.125*0.75 0.375*1.5 0.375*2.25 0.375*3 0.375*3.75 0.375*4.5 0.375*5.25 0.375*6 0.375*6.75 0.375*6.75 1.125*7.5 1.125*7.5 1.875*8.25 1.875*8.25 2.625*8.25 3.375*8.25 4.125*9 4.125*9 4.875*9.75 4.875
Maze_28,0.75,9.75,0 4.875*0.75 4.875*0.75 4.125*0.75 3.375*0.75 2.625*0.75 1.875*0.75 1.125*0.75 0.375*1.5 0.375*2.25 0.375*3 0.375*3 1.125*2.25 1.125*1.5 1.125*1.5 1.875*1.5 2.625*2.25 2.625*2.25 3.375*2.25 4.125*2.25 4.875*3 4.875*3.75 4.875*3.75 5.625*3 5.625*2.25 5.625*1.5 5.625*1.5 6.375*1.5 7.125*1.5 7.875*1.5 8.625*2.25 8.625*2.25 9.375*3 9.375*3.75 9.375*4.5 9.375*4.5 8.625*5.25 8.625*6 8.625*6.75 8.625*6.75 7.875*7.5 7.875*8.25 7.875*8.25 7.125*8.25 6.375*8.25 5.625*7.5 5.625*7.5 4.875*7.5 4.125*7.5 3.375*8.25 3.375*8.25 2.625*7.5 2.625*7.5 1.875*7.5 1.125*7.5 0.375*8.25 0.375*8.25 1.125*8.25 1.875*9 1.875*9 2.625*9 3.375*9 4.125*9 4.875*9.75 4.875
Maze_29,0.75,12,0 6*0.75 6*0.75 5.25*0.75 4.5*0.75 3.75*1.5 3.75*1.5 3*2.25 3*2.25 2.25*3 2.25*3.75 2.25*4.5 2.25*4.5 3*3.75 3*3 3*3 3.75*3.75 3.75*4.5 3.75*5.25 3.75*6 3.75*6 3*6 2.25*6 1.5*6.75 1.5*6.75 0.75*7.5 0.75*7.5 1.5*7.5 2.25*7.5 3*8.25 3*9 3*9.75 3*9.75 2.25*10.5 2.25*11.25 2.25*11.25 3*11.25 3.75*11.25 4.5*10.5 4.5*9.75 4.5*9.75 3.75*9 3.75*8.25 3.75*7.5 3.75*6.75 3.75*6.75 4.5*7.5 4.5*7.5 5.25*7.5 6*6.75 6*6.75 5.25*6 5.25*6 6*6 6.75*6.75 6.75*6.75 7.5*6.75 8.25*6.75 9*6.75 9.75*7.5 9.75*7.5 9*7.5 8.25*8.25 8.25*8.25 7.5*9 7.5*9 6.75*9 6*9 5.25*9.75 5.25*10.5 5.25*11.25 5.25*11.25 6*12 6
Maze_30,0.75,12,0 6*0.75 6*1.5 6*1.5 6.75*1.5 7.5*1.5 8.25*0.75 8.25*0.75 9*1.5 9*1.5 9.75*2.25 9.75*2.25 10.5*3 10.5*3.75 10.5*3.75 9.75*3.75 9*4.5 9*4.5 9.75*5.25 9.75*5.25 10.5*5.25 11.25*6 11.25*6.75 11.25*7.5 11.25*7.5 10.5*7.5 9.75*7.5 9*6.75 9*6.75 9.75*6 9.75*6 9*5.25 9*5.25 8.25*5.25 7.5*6 7.5*6.75 7.5*7.5 7.5*7.5 6.75*7.5 6*7.5 5.25*8.25 5.25*8.25 6*9 6*9.75 6*10.5 6*10.5 5.25*11.25 5.25*11.25 6*12 6
Maze_31,0.75,12,0 6*0.75 6*0.75 5.25*1.5 5.25*2.25 5.25*2.25 4.5*1.5 4.5*0.75 4.5*0.75 3.75*1.5 3.75*1.5 3*2.25 3*2.25 3.75*3 3.75*3.75 3.75*4.5 3.75*4.5 3*5.25 3*5.25 2.25*5.25 1.5*4.5 1.5*4.5 0.75*5.25 0.75*6 0.75*6.75 0.75*6.75 1.5*6.75 2.25*7.5 2.25*7.5 1.5*8.25 1.5*8.25 0.75*9 0.75*9.75 0.75*9.75 1.5*9.75 2.25*9 2.25*9 3*9.75 3*9.75 3.75*9 3.75*9 4.5*9 5.25*9.75 5.25*9.75 6*9.75 6.75*9.75 7.5*9 7.5*9 6.75*8.25 6.75*8.25 7.5*7.5 7.5*7.5 6.75*6.75 6.75*6.75 7.5*6.75 8.25*6.75 9*6.75 9.75*6.75 10.5*6 10.5*6 9.75*5.25 9.75*4.5 9.75*4.5 10.5*4.5 11.25*5.25 11.25*6 11.25*6.75 11.25*7.5 11.25*8.25 11.25*8.25 10.5*8.25 9.75*9 9.75*9 10.5*9 11.25*9.75 11.25*9.75 10.5*10.5 10.5*10.5 11.25*11.25 11.25*11.25 10.5*11.25 9.75*11.25 9*11.25 8.25*10.5 8.25*10.5 7.5*10.5 6.75*11.25 6.75*11.25 6*12 6
Maze_32,0.75,12,0 6*0.75 6*0.75 5.25*0.75 4.5*0.75 3.75*1.5 3.75*2.25 3.75*2.25 4.5*3 4.5*3 5.25*2.25 5.25*1.5 5.25*1.5 6*1.5 6.75*1.5 7.5*2.25 7.5*2.25 6.75*3 6.75*3 6*3.75 6*3.75 6.75*4.5 6.75*4.5 7.5*5.25 7.5*6 7.5*6 8.25*6 9*5.25 9*4.5 9*4.5 8.25*3.75 8.25*3 8.25*2.25 8.25*1.5 8.25*1.5 9*1.5 9.75*2.25 9.75*2.25 10.5*3 10.5*3.75 10.5*3.75 11.25*4.5 11.25*5.25 11.25*6 11.25*6 10.5*6.75 10.5*6.75 9.75*6.75 9*6.75 8.25*7.5 8.25*7.5 7.5*7.5 6.75*7.5 6*8.25 6*9 6*9 5.25*9.75 5.25*9.75 6*10.5 6*11.25 6*12 6
Maze_33,0.75,13.5,0 6.75*0.75 6.75*0.75 7.5*0.75 8.25*0.75 9*0.75 9.75*0.75 10.5*0.75 11.25*1.5 11.25*1.5 12*1.5 12.75*2.25 12.75*2.25 12*2.25 11.25*2.25 10.5*1.5 10.5*1.5 9.75*1.5 9*2.25 9*3 9*3.75 9*3.75 9.75*3.75 10.5*3.75 11.25*3.75 12*3.75 12.75*4.5 12.75*4.5 12*5.25 12*5.25 12.75*6 12.75*6.75 12.75*6.75 12*6.75 11.25*6 11.25*6 10.5*5.25 10.5*5.25 11.25*4.5 11.25*4.5 10.5*4.5 9.75*4.5 9*4.5 8.25*5.25 8.25*6 8.25*6 9*5.25 9*5.25 9.75*6 9.75*6.75 9.75*6.75 9*6.75 8.25*6.75 7.5*6.75 6.75*6.75 6*7.5 6*8.25 6*8.25 6.75*8.25 7.5*8.25 8.25*8.25 9*8.25 9.75*8.25 10.5*9 10.5*9.75 10.5*9.75 11.25*9.75 12*9.75 12.75*10.5 12.75*10.5 12*11.25 12*11.25 11.25*11.25 10.5*12 10.5*12 11.25*12 12*12 12.75*12.75 12.75*12.75 12*12.75 11.25*12.75 10.5*12.75 9.75*12 9.75*11.25 9.75*11.25 9*11.25 8.25*11.25 7.5*11.25 6.75*12 6.75*12 7.5*12.75 7.5*12.75 6.75*13.5 6.75
Maze_34,0.75,13.5,0 6.75*0.75 6.75*0.75 7.5*1.5 7.5*1.5 8.25*1.5 9*1.5 9.75*2.25 9.75*2.25 10.5*3 10.5*3.75 10.5*4.5 10.5*5.25 10.5*5.25 11.25*5.25 12*6 12*6.75 12*6.75 12.75*7.5 12.75*8.25 12.75*8.25 12*9 12*9 11.25*9 10.5*8.25 10.5*8.25 11.25*7.5 11.25*7.5 10.5*6.75 10.5*6 10.5*6 9.75*6 9*6.75 9*6.75 9.75*7.5 9.75*7.5 9*7.5 8.25*8.25 8.25*8.25 7.5*9 7.5*9 8.25*9.75 8.25*9.75 9*9 9*8.25 9*8.25 9.75*9 9.75*9.75 9.75*9.75 10.5*9.75 11.25*10.5 11.25*11.25 11.25*11.25 12*11.25 12.75*12 12.75*12.75 12.75*12.75 12*12 12*12 11.25*12.75 11.25*12.75 10.5*12.75 9.75*12 9.75*12 10.5*11.25 10.5*11.25 9.75*10.5 9.75*10.5 9*11.25 9*12 9*12 8.25*12.75 8.25*12.75 7.5*12 7.5*11.25 7.5*11.25 6.75*10.5 6.75*9.75 6.75*9.75 6*10.5 6*11.25 6*12 6*12 5.25*12.75 5.25*12.75 6*12.75 6.75*13.5 6.75
Maze_35,0.75,13.5,0 6.75*0.75 6.75*0.75 7.5*0.75 8.25*0.75 9*1.5 9*1.5 8.25*2.25 8.25*2.25 7.5*3 7.5*3 6.75*3 6*3 5.25*3 4.5*3.75 4.5*3.75 5.25*4.5 5.25*4.5 6*4.5 6.75*5.25 6.75*5.25 7.5*5.25 8.25*6 8.25*6 7.5*6 6.75*6 6*6.75 6*6.75 6.75*6.75 7.5*7.5 7.5*8.25 7.5*8.25 6.75*8.25 6*7.5 6*7.5 5.25*7.5 4.5*7.5 3.75*8.25 3.75*9 3.75*9 4.5*9.75 4.5*9.75 3.75*9.75 3*9.75 2.25*10.5 2.25*10.5 1.5*11.25 1.5*12 1.5*12 2.25*11.25 2.25*11.25 3*12 3*12.75 3*12.75 3.75*12 3.75*12 4.5*12 5.25*12.75 5.25*12.75 6*12.75 6.75*13.5 6.75
Maze_36,0.75,13.5,0 6.75*0.75 6.75*0.75 7.5*0.75 8.25*1.5 8.25*1.5 9*1.5 9.75*2.25 9.75*2.25 10.5*2.25 11.25*3 11.25*3 12*3 12.75*3.75 12.75*4.5 12.75*4.5 12*3.75 12*3.75 11.25*3.75 10.5*3.75 9.75*3.75 9*3.75 8.25*3.75 7.5*3.75 6.75*3.75 6*3 6*3 5.25*3 4.5*3.75 4.5*3.75 5.25*4.5 5.25*4.5 4.5*4.5 3.75*4.5 3*4.5 2.25*5.25 2.25*5.25 3*6 3*6.75 3*6.75 3.75*6.75 4.5*7.5 4.5*8.25 4.5*8.25 5.25*8.25 6*9 6*9 5.25*9.75 5.25*9.75 6*10.5 6*11.25 6*11.25 5.25*12 5.25*12 4.5*12.75 4.5*12.75 5.25*12.75 6*12 6*12 6.75*12.75 6.75*13.5 6.75
Maze_37,0.75,15.75,0 7.875*0.75 7.875*1.5 7.875*2.25 7.875*2.25 7.125*1.5 7.125*0.75 7.125*0.75 6.375*1.5 6.375*2.25 6.375*3 6.375*3 5.625*3 4.875*3.75 4.875*4.5 4.875*5.25 4.875*5.25 5.625*5.25 6.375*6 6.375*6 7.125*6 7.875*5.25 7.875*5.25 8.625*4.5 8.625*3.75 8.625*3.75 7.875*4.5 7.875*4.5 7.125*3.75 7.125*3 7.125*3 7.875*3 8.625*3 9.375*3 10.125*3.75 10.125*3.75 9.375*4.5 9.375*5.25 9.375*5.25 10.125*5.25 10.875*6 10.875*6 11.625*6 12.375*6 13.125*6 13.875*6 14.625*6 15.375*6.75 15.375*7.5 15.375*8.25 15.375*9 15.375*9.75 15.375*10.5 15.375*10.5 14.625*9.75 14.625*9.75 13.875*10.5 13.875*10.5 13.125*10.5 12.375*9.75 12.375*9.75 13.125*9 13.125*9 12.375*9 11.625*9.75 11.625*10.5 11.625*11.25 11.625*12 11.625*12.75 11.625*12.75 10.875*12.75 10.125*12 10.125*11.25 10.125*11.25 10.875*10.5 10.875*10.5 10.125*9.75 10.125*9.75 9.375*9.75 8.625*9.75 7.875*10.5 7.875*10.5 8.625*11.25 8.625*12 8.625*12.75 8.625*13.5 8.625*14.25 8.625*15 8.625*15 7.875*15.75 7.875
Maze_38,0.75,15.75,0 7.875*0.75 7.875*0.75 8.625*0.75 9.375*1.5 9.375*1.5 8.625*2.25 8.625*3 8.625*3 9.375*3.75 9.375*3.75 8.625*3.75 7.875*3.75 7.125*4.5 7.125*4.5 6.375*5.25 6.375*5.25 7.125*5.25 7.875*5.25 8.625*6 8.625*6.75 8.625*6.75 9.375*6.75 10.125*7.5 10.125*8.25 10.125*8.25 10.875*9 10.875*9.75 10.875*10.5 10.875*11.25 10.875*11.25 10.125*12 10.125*12 9.375*12.75 9.375*12.75 10.125*13.5 10.125*13.5 9.375*14.25 9.375*14.25 8.625*14.25 7.875*14.25 7.125*15 7.125*15 7.875*15.75 7.875
Maze_39,0.75,15.75,0 7.875*0.75 7.875*0.75 8.625*1.5 8.625*1.5 7.875*2.25 7.875*2.25 7.125*3 7.125*3 6.375*3 5.625*3 4.875*3 4.125*3.75 4.125*4.5 4.125*4.5 3.375*4.5 2.625*3.75 2.625*3 2.625*3 1.875*3 1.125*3 0.375*3.75 0.375*3.75 1.125*4.5 1.125*4.5 1.875*5.25 1.875*5.25 1.125*6 1.125*6 0.375*6.75 0.375*7.5 0.375*7.5 1.125*7.5 1.875*7.5 2.625*7.5 3.375*6.75 3.375*6 3.375*6 2.625*5.25 2.625*5.25 3.375*5.25 4.125*5.25 4.875*6 4.875*6 5.625*6.75 5.625*6.75 6.375*6.75 7.125*6 7.125*6 6.375*5.25 6.375*5.25 7.125*5.25 7.875*5.25 8.625*5.25 9.375*6 9.375*6.75 9.375*6.75 8.625*6 8.625*6 7.875*6.75 7.875*7.5 7.875*8.25 7.875*8.25 7.125*9 7.125*9 6.375*9 5.625*9 4.875*9.75 4.875*10.5 4.875*10.5 5.625*11.25 5.625*12 5.625*12 6.375*12 7.125*12.75 7.125*12.75 7.875*12.75 8.625*13.5 8.625*13.5 7.875*14.25 7.875*14.25 7.125*15 7.125*15 7.875*15.75 7.875
Maze_40,0.75,15.75,0 7.875*0.75 7.875*0.75 7.125*0.75 6.375*1.5 6.375*1.5 7.125*1.5 7.875*1.5 8.625*2.25 8.625*2.25 9.375*3 9.375*3 8.625*3 7.875*3.75 7.875*4.5 7.875*4.5 7.125*5.25 7.125*5.25 6.375*6 6.375*6.75 6.375*6.75 7.125*7.5 7.125*8.25 7.125*8.25 6.375*9 6.375*9 5.625*9 4.875*9 4.125*9.75 4.125*10.5 4.125*10.5 4.875*11.25 4.875*11.25 5.625*11.25 6.375*11.25 7.125*12 7.125*12 7.875*12 8.625*12 9.375*12.75 9.375*13.5 9.375*14.25 9.375*14.25 8.625*14.25 7.875*15 7.875*15.75 7.875
Maze_41,0.75,18,0 9*0.75 9*1.5 9*1.5 8.25*1.5 7.5*2.25 7.5*3 7.5*3.75 7.5*4.5 7.5*4.5 8.25*4.5 9*5.25 9*5.25 9.75*6 9.75*6 9*6.75 9*6.75 8.25*7.5 8.25*7.5 9*8.25 9*8.25 8.25*9 8.25*9 9*9 9.75*9.75 9.75*9.75 10.5*10.5 10.5*11.25 10.5*11.25 11.25*10.5 11.25*9.75 11.25*9.75 12*9 12*9 11.25*8.25 11.25*8.25 10.5*8.25 9.75*7.5 9.75*6.75 9.75*6.75 10.5*6 10.5*6 11.25*6.75 11.25*7.5 11.25*7.5 12*7.5 12.75*7.5 13.5*7.5 14.25*7.5 15*7.5 15.75*6.75 15.75*6.75 15*6.75 14.25*6 14.25*6 13.5*5.25 13.5*5.25 12.75*4.5 12.75*4.5 13.5*4.5 14.25*4.5 15*3.75 15*3.75 15.75*3 15.75*2.25 15.75*2.25 16.5*3 16.5*3 17.25*3.75 17.25*3.75 16.5*4.5 16.5*4.5 17.25*5.25 17.25*6 17.25*6.75 17.25*6.75 16.5*7.5 16.5*8.25 16.5*9 16.5*9 15.75*9 15*9.75 15*10.5 15*11.25 15*11.25 14.25*10.5 14.25*10.5 13.5*9.75 13.5*9.75 12.75*10.5 12.75*10.5 12*11.25 12*12 12*12 11.25*12.75 11.25*12.75 10.5*12.75 9.75*12.75 9*12.75 8.25*13.5 8.25*13.5 9*14.25 9*14.25 8.25*14.25 7.5*14.25 6.75*14.25 6*15 6*15.75 6*15.75 5.25*16.5 5.25*16.5 6*17.25 6*17.25 6.75*17.25 7.5*17.25 8.25*17.25 9*18 9
Maze_42,0.75,18,0 9*0.75 9*1.5 9*1.5 8.25*2.25 8.25*2.25 9*2.25 9.75*2.25 10.5*3 10.5*3.75 10.5*4.5 10.5*4.5 11.25*5.25 11.25*5.25 10.5*5.25 9.75*5.25 9*4.5 9*3.75 9*3.75 9.75*3 9.75*3 9*3 8.25*3 7.5*3 6.75*3.75 6.75*3.75 6*3.75 5.25*3.75 4.5*3.75 3.75*4.5 3.75*4.5 4.5*4.5 5.25*5.25 5.25*5.25 4.5*6 4.5*6 5.25*6.75 5.25*7.5 5.25*7.5 4.5*8.25 4.5*8.25 3.75*9 3.75*9 3*9 2.25*9.75 2.25*9.75 1.5*9.75 0.75*10.5 0.75*11.25 0.75*12 0.75*12.75 0.75*12.75 1.5*13.5 1.5*14.25 1.5*15 1.5*15 2.25*15 3*15.75 3*16.5 3*17.25 3*17.25 3.75*17.25 4.5*16.5 4.5*16.5 3.75*15.75 3.75*15 3.75*15 4.5*15.75 4.5*15.75 5.25*15.75 6*15.75 6.75*15.75 7.5*16.5 7.5*16.5 8.25*16.5 9*15.75 9*15 9*15 8.25*15 7.5*15 6.75*14.25 6.75*14.25 6*15 6*15 5.25*14.25 5.25*14.25 4.5*14.25 3.75*14.25 3*14.25 2.25*13.5 2.25*12.75 2.25*12 2.25*12 3*12 3.75*12.75 3.75*12.75 3*13.5 3*13.5 3.75*13.5 4.5*13.5 5.25*13.5 6*13.5 6.75*12.75 6.75*12 6.75*11.25 6.75*10.5 6.75*10.5 7.5*11.25 7.5*12 7.5*12 8.25*12 9*12.75 9*13.5 9*13.5 8.25*14.25 8.25*14.25 9*14.25 9.75*15 9.75*15 10.5*15 11.25*15 12*15.75 12*15.75 12.75*15.75 13.5*15.75 14.25*16.5 14.25*17.25 14.25*17.25 13.5*17.25 12.75*16.5 12.75*16.5 12*17.25 12*17.25 11.25*16.5 11.25*15.75 11.25*15.75 10.5*16.5 10.5*16.5 9.75*17.25 9.75*17.25 9*18 9
Maze_43,0.75,18,0 9*0.75 9*0.75 9.75*0.75 10.5*0.75 11.25*0.75 12*0.75 12.75*0.75 13.5*1.5 13.5*1.5 14.25*2.25 14.25*3 14.25*3 15*3.75 15*4.5 15*4.5 14.25*5.25 14.25*5.25 13.5*5.25 12.75*5.25 12*5.25 11.25*6 11.25*6 10.5*6.75 10.5*6.75 11.25*7.5 11.25*7.5 10.5*7.5 9.75*6.75 9.75*6.75 9*7.5 9*8.25 9*8.25 8.25*9 8.25*9 9*9.75 9*10.5 9*10.5 9.75*10.5 10.5*10.5 11.25*11.25 11.25*11.25 12*11.25 12.75*12 12.75*12 12*12.75 12*13.5 12*13.5 11.25*14.25 11.25*14.25 10.5*14.25 9.75*14.25 9*14.25 8.25*14.25 7.5*15 7.5*15 8.25*15.75 8.25*15.75 9*15.75 9.75*15.75 10.5*16.5 10.5*17.25 10.5*17.25 9.75*17.25 9*18 9
Maze_44,0.75,18,0 9*0.75 9*0.75 9.75*1.5 9.75*1.5 10.5*0.75 10.5*0.75 11.25*0.75 12*1.5 12*2.25 12*2.25 11.25*3 11.25*3 10.5*3 9.75*3.75 9.75*3.75 10.5*4.5 10.5*4.5 11.25*4.5 12*5.25 12*5.25 11.25*6 11.25*6.75 11.25*6.75 10.5*6.75 9.75*7.5 9.75*8.25 9.75*9 9.75*9 10.5*9 11.25*9 12*9.75 12*9.75 11.25*10.5 11.25*11.25 11.25*12 11.25*12.75 11.25*12.75 12*12 12*11.25 12*10.5 12*10.5 12.75*11.25 12.75*11.25 13.5*10.5 13.5*10.5 14.25*10.5 15*9.75 15*9.75 15.75*9.75 16.5*10.5 16.5*10.5 15.75*11.25 15.75*11.25 16.5*11.25 17.25*12 17.25*12 16.5*12.75 16.5*12.75 17.25*13.5 17.25*13.5 16.5*13.5 15.75*13.5 15*14.25 15*14.25 14.25*15 14.25*15 15*15.75 15*15.75 15.75*16.5 15.75*17.25 15.75*17.25 15*17.25 14.25*17.25 13.5*16.5 13.5*15.75 13.5*15.75 12.75*15.75 12*15 12*14.25 12*14.25 11.25*13.5 11.25*13.5 10.5*13.5 9.75*14.25 9.75*14.25 10.5*15 10.5*15 9.75*15 9*15.75 9*15.75 9.75*16.5 9.75*16.5 10.5*15.75 10.5*15.75 11.25*16.5 11.25*16.5 12*17.25 12*17.25 11.25*17.25 10.5*17.25 9.75*17.25 9*18 9
Maze_45,0.75,19.5,0 9.75*0.75 9.75*1.5 9.75*1.5 9*1.5 8.25*2.25 8.25*2.25 7.5*2.25 6.75*2.25 6*3 6*3 6.75*3.75 6.75*4.5 6.75*5.25 6.75*5.25 6*5.25 5.25*6 5.25*6 6*6.75 6*6.75 6.75*7.5 6.75*7.5 7.5*7.5 8.25*6.75 8.25*6.75 9*7.5 9*7.5 9.75*7.5 10.5*7.5 11.25*8.25 11.25*8.25 12*9 12*9 11.25*9 10.5*9.75 10.5*9.75 9.75*9.75 9*10.5 9*11.25 9*11.25 9.75*11.25 10.5*12 10.5*12 9.75*12 9*12.75 9*12.75 8.25*13.5 8.25*13.5 9*13.5 9.75*12.75 9.75*12.75 10.5*13.5 10.5*14.25 10.5*15 10.5*15.75 10.5*15.75 11.25*16.5 11.25*17.25 11.25*17.25 10.5*18 10.5*18 9.75*18 9*17.25 9*17.25 8.25*17.25 7.5*16.5 7.5*16.5 6.75*15.75 6.75*15.75 6*15.75 5.25*15.75 4.5*16.5 4.5*16.5 5.25*16.5 6*17.25 6*18 6*18.75 6*18.75 6.75*18 6.75*18 7.5*18 8.25*18.75 8.25*18.75 9*18.75 9.75*19.5 9.75
Maze_46,0.75,19.5,0 9.75*0.75 9.75*0.75 9*0.75 8.25*0.75 7.5*1.5 7.5*2.25 7.5*3 7.5*3 8.25*3.75 8.25*3.75 7.5*4.5 7.5*4.5 8.25*4.5 9*4.5 9.75*4.5 10.5*4.5 11.25*4.5 12*4.5 12.75*3.75 12.75*3.75 13.5*4.5 13.5*5.25 13.5*5.25 12.75*6 12.75*6 13.5*6 14.25*5.25 14.25*4.5 14.25*3.75 14.25*3.75 15*4.5 15*4.5 15.75*4.5 16.5*3.75 16.5*3.75 17.25*3 17.25*3 18*3 18.75*3.75 18.75*4.5 18.75*4.5 18*5.25 18*5.25 17.25*5.25 16.5*5.25 15.75*5.25 15*6 15*6 15.75*6.75 15.75*6.75 16.5*7.5 16.5*8.25 16.5*8.25 15.75*8.25 15*7.5 15*7.5 14.25*8.25 14.25*9 14.25*9.75 14.25*10.5 14.25*11.25 14.25*11.25 13.5*11.25 12.75*12 12.75*12.75 12.75*12.75 13.5*12.75 14.25*13.5 14.25*13.5 13.5*13.5 12.75*13.5 12*14.25 12*14.25 11.25*15 11.25*15 10.5*15.75 10.5*15.75 11.25*15.75 12*16.5 12*16.5 11.25*17.25 11.25*18 11.25*18.75 11.25*18.75 10.5*18.75 9.75*19.5 9.75
Maze_47,0.75,19.5,0 9.75*0.75 9.75*0.75 10.5*0.75 11.25*0.75 12*1.5 12*1.5 12.75*2.25 12.75*3 12.75*3.75 12.75*3.75 12*4.5 12*5.25 12*5.25 11.25*5.25 10.5*6 10.5*6 9.75*6.75 9.75*6.75 9*6 9*6 8.25*5.25 8.25*5.25 9*5.25 9.75*4.5 9.75*4.5 9*4.5 8.25*3.75 8.25*3.75 7.5*3 7.5*3 8.25*3 9*3.75 9*3.75 9.75*3.75 10.5*3.75 11.25*3 11.25*2.25 11.25*2.25 10.5*3 10.5*3 9.75*2.25 9.75*1.5 9.75*1.5 9*2.25 9*2.25 8.25*2.25 7.5*2.25 6.75*1.5 6.75*1.5 6*0.75 6*0.75 5.25*1.5 5.25*2.25 5.25*2.25 6*3 6*3 6.75*3.75 6.75*3.75 6*3.75 5.25*4.5 5.25*4.5 6*5.25 6*6 6*6 5.25*6.75 5.25*6.75 4.5*7.5 4.5*7.5 5.25*8.25 5.25*8.25 4.5*9 4.5*9.75 4.5*10.5 4.5*11.25 4.5*11.25 5.25*11.25 6*10.5 6*10.5 5.25*9.75 5.25*9.75 6*9.75 6.75*10.5 6.75*11.25 6.75*12 6.75*12 6*12.75 6*12.75 5.25*13.5 5.25*14.25 5.25*14.25 6*14.25 6.75*13.5 6.75*13.5 7.5*14.25 7.5*14.25 8.25*13.5 8.25*13.5 9*13.5 9.75*13.5 10.5*12.75 10.5*12.75 9.75*12.75 9*12.75 8.25*12 8.25*12 7.5*11.25 7.5*10.5 7.5*10.5 8.25*11.25 8.25*11.25 9*10.5 9*9.75 9*9.75 8.25*9.75 7.5*9 7.5*8.25 7.5*8.25 8.25*9 8.25*9 9*8.25 9*8.25 9.75*9 9.75*9 10.5*9 11.25*9.75 11.25*9.75 10.5*9.75 9.75*10.5 9.75*10.5 10.5*11.25 10.5*11.25 11.25*12 11.25*12 12*11.25 12*11.25 12.75*12 12.75*12.75 12.75*12.75 13.5*13.5 13.5*13.5 14.25*13.5 15*13.5 15.75*13.5 16.5*14.25 16.5*15 16.5*15.75 16.5*15.75 17.25*16.5 17.25*17.25 17.25*18 17.25*18.75 17.25*18.75 16.5*18.75 15.75*18.75 15*18 15*17.25 15*17.25 15.75*17.25 16.5*16.5 16.5*16.5 15.75*15.75 15.75*15.75 15*15 15*15 14.25*15 13.5*14.25 13.5*14.25 12.75*13.5 12.75*13.5 12*14.25 12*14.25 11.25*14.25 10.5*14.25 9.75*15 9.75*15.75 9.75*15.75 9*15.75 8.25*16.5 8.25*16.5 9*17.25 9*17.25 9.75*17.25 10.5*18 10.5*18 9.75*18.75 9.75*19.5 9.75
